,'caller_id','assigned_to','assignment_group','u_symptom','sys_updated_by','incident_state','subcategory','category','active','u_priority_confirmation','sys_created_by','opened_by','location','made_sla','knowledge','priority','complTime'
1726,4689,196,18,209,108,2,64,15,2,1,156,16,176,2,2,3,816.383333333333
1730,4689,196,18,209,836,2,64,15,2,1,156,16,176,2,2,3,816.383333333333
1733,4689,218,44,209,304,2,64,15,2,1,156,16,176,2,2,3,816.383333333333
1740,4689,20,40,209,304,5,64,15,2,1,156,16,176,2,2,3,816.383333333333
1753,2051,123,16,450,686,2,64,15,2,1,87,124,219,2,2,3,192.4
1759,1417,211,38,1,153,8,38,29,2,1,172,36,45,2,2,3,629.3
1761,1417,211,41,1,325,2,38,29,2,1,172,36,45,2,2,3,629.3
1764,3658,1,65,353,763,2,166,46,2,1,1,124,165,2,2,3,194.3
1771,1346,1,47,283,258,8,248,24,2,1,1,16,62,2,2,3,176.3
1772,1346,1,47,283,728,8,248,24,2,1,1,16,62,2,2,3,176.3
1773,1346,1,65,283,728,8,248,24,2,1,1,16,62,2,2,3,176.3
1783,1734,215,21,357,199,2,64,15,2,1,172,36,45,2,2,2,148.266666666667
1784,1734,215,21,357,199,2,64,15,2,1,172,36,45,2,2,2,148.266666666667
1785,1734,215,21,357,199,9,64,15,2,1,172,36,45,2,2,2,148.266666666667
1786,1734,215,21,357,763,7,64,15,1,1,172,36,45,1,2,2,148.266666666667
1790,195,44,2,353,375,2,49,37,2,1,25,62,219,2,2,3,622.233333333333
1794,195,44,2,353,763,7,49,37,1,2,25,62,219,1,2,3,622.233333333333
1800,9,134,55,354,677,2,191,14,2,1,103,167,45,2,2,4,767.216666666667
1802,9,134,55,354,763,7,191,14,1,2,103,167,45,1,2,4,767.216666666667
1805,4919,15,20,460,610,2,196,46,2,1,126,190,9,2,2,3,123.216666666667
1824,3536,15,20,364,307,5,196,46,2,1,156,16,9,2,2,4,559.766666666667
1828,1338,215,21,353,229,8,76,17,2,1,172,36,45,2,2,2,174.083333333333
1836,9,58,13,407,712,2,64,59,2,1,103,167,45,2,2,3,560.05
1843,9,215,21,407,199,2,64,59,2,1,103,167,45,2,2,3,560.05
1845,9,215,21,407,199,9,64,59,2,1,103,167,45,2,2,3,560.05
1851,2750,1,65,283,610,8,248,24,2,1,1,87,45,2,2,3,177.05
1854,2396,1,67,283,763,8,235,14,2,1,1,36,9,2,2,3,142.983333333333
1858,940,1,65,283,469,8,248,24,2,1,1,62,61,2,2,3,131.933333333333
1869,3393,37,17,27,31,8,196,46,2,1,156,16,217,2,2,4,168.816666666667
1872,3393,158,17,27,827,5,196,46,2,1,156,16,217,2,2,4,168.816666666667
1883,2052,1,79,4,108,2,53,26,2,1,1,62,106,2,2,3,673.783333333333
1888,2052,29,18,4,345,5,53,26,2,1,1,62,106,2,2,3,673.783333333333
1890,2052,29,18,4,446,5,53,26,2,1,1,62,106,2,2,3,673.783333333333
1903,4781,137,47,353,728,9,76,17,2,1,119,183,64,2,2,3,199.766666666667
1910,5160,208,59,9,763,7,71,48,1,1,142,205,106,1,2,3,559.716666666667
1911,4957,1,65,480,763,8,17,46,2,1,1,16,9,2,2,3,559.716666666667
1915,4957,1,65,480,347,8,17,46,2,1,1,16,9,2,2,3,559.716666666667
1920,4781,1,17,1,845,8,76,22,2,1,119,183,64,2,2,3,142.733333333333
1922,4781,1,65,1,845,2,76,17,2,1,119,183,64,2,2,3,142.733333333333
1923,4781,1,17,1,610,2,76,17,2,1,119,183,64,2,2,3,142.733333333333
1926,4781,1,17,1,763,7,76,17,1,1,119,183,64,2,2,3,142.733333333333
1929,912,123,16,283,226,8,64,59,2,1,180,1,219,2,2,3,166.633333333333
1936,912,123,16,283,763,7,64,59,1,1,180,1,219,2,2,3,166.633333333333
1940,3658,1,47,474,728,5,166,46,2,1,87,124,165,2,2,3,176.616666666667
1944,309,135,18,19,770,8,64,15,2,1,103,167,106,2,2,3,559.45
1951,309,135,18,19,721,4,64,15,2,1,103,167,106,2,2,3,559.45
1954,4957,94,65,283,156,8,248,24,2,1,156,16,9,2,2,4,153.55
1960,3282,135,24,289,647,8,36,27,2,1,7,56,106,2,2,3,559.1
1965,3282,135,18,289,721,5,36,27,2,1,7,56,106,2,2,3,559.1
1969,3090,197,65,283,156,8,64,59,2,1,156,16,106,2,2,4,174.416666666667
1979,11,1,65,1,763,8,166,46,2,1,1,124,45,2,2,3,559.35
1986,11,1,65,1,315,5,166,46,2,1,1,124,45,2,2,3,559.35
1993,3782,34,65,353,589,5,191,14,2,1,172,36,215,2,2,3,559.333333333333
1994,3782,34,65,353,315,5,191,14,2,1,172,36,215,2,2,3,559.333333333333
2003,4039,163,17,283,845,2,64,59,2,1,156,16,61,2,2,3,148.35
2011,4039,163,17,274,763,7,20,46,1,1,156,16,61,2,2,3,148.35
2017,5030,1,62,154,59,2,124,46,2,1,1,87,181,2,2,3,559.266666666667
2020,5030,233,62,154,59,9,124,46,2,1,1,87,181,2,2,3,559.266666666667
2023,1707,1,65,480,469,8,94,46,2,1,1,62,29,2,2,3,145.233333333333
2030,1102,163,17,301,845,8,28,11,2,1,180,1,61,2,2,3,143.216666666667
2035,219,172,21,460,30,8,196,46,2,1,126,190,9,2,2,3,144.183333333333
2038,219,172,20,460,32,2,196,46,2,1,126,190,9,2,2,3,144.183333333333
2045,193,1,16,1,135,9,166,46,2,1,87,124,219,2,2,3,145.116666666667
2051,4112,215,21,489,199,2,217,59,2,1,156,16,54,2,2,3,149.1
2054,4112,215,21,489,199,9,217,59,2,1,156,16,54,2,2,3,149.1
2055,4112,215,21,489,763,7,217,59,1,1,156,16,54,2,2,3,149.1
2060,1201,1,65,487,156,8,17,46,2,1,156,16,219,2,2,3,144
2071,4764,24,17,1,446,8,38,29,2,1,24,87,19,2,2,3,122.95
2072,4764,24,17,1,222,8,38,29,2,1,24,87,19,2,2,3,122.95
2075,4764,24,42,1,332,2,38,29,2,1,24,87,19,2,2,3,122.95
2080,850,1,4,18,492,8,64,17,2,1,1,167,61,2,2,4,173.933333333333
2081,850,1,65,18,492,8,64,17,2,1,1,167,61,2,2,4,173.933333333333
2097,2551,169,65,1,446,8,76,17,2,1,24,87,185,2,2,3,558.816666666667
2104,3357,171,65,353,30,2,123,34,2,1,1,190,176,2,2,3,123.716666666667
2109,2025,29,65,283,347,8,6,11,2,1,87,124,106,2,2,2,558.7
2115,2025,29,18,283,345,9,6,11,2,1,87,124,106,2,2,2,558.7
2120,5000,24,42,489,332,9,38,29,2,1,156,16,62,2,2,3,558.383333333333
2129,3287,145,21,353,783,2,166,46,2,1,87,124,45,2,2,3,145.666666666667
2133,2249,196,18,1,108,8,76,17,2,1,24,87,106,2,2,3,170.65
2139,422,76,20,283,736,2,76,17,2,1,172,36,9,2,2,3,558.3
2147,422,76,20,283,763,7,76,17,1,1,172,36,9,1,2,3,558.3
2152,3929,103,68,24,412,9,59,54,2,1,1,1,106,2,2,2,166.633333333333
2153,3929,103,68,24,763,7,59,54,1,1,1,1,106,1,2,2,166.633333333333
2159,917,1,65,283,229,8,8,35,2,1,172,36,106,2,2,2,166.566666666667
2171,3930,1,65,353,31,5,248,24,2,1,1,114,121,2,2,3,558.316666666667
2173,3930,34,65,353,325,5,248,24,2,1,1,114,121,2,2,3,558.316666666667
2177,3537,1,33,1,560,9,102,37,2,1,77,135,181,2,2,2,123.466666666667
2182,2249,196,18,1,763,7,191,14,1,1,24,87,106,2,2,3,170.45
2183,4871,72,49,283,428,8,71,48,2,1,22,90,45,2,2,4,673.75
2184,4871,72,49,283,510,8,71,48,2,1,22,90,45,2,2,4,673.75
2186,4871,72,59,1,606,8,248,24,2,1,22,90,45,2,2,4,673.75
2195,4871,72,49,1,631,8,248,24,2,1,22,90,45,2,2,4,673.75
2197,4871,72,49,1,763,7,248,24,1,1,22,90,45,1,2,4,673.75
2200,3537,1,33,1,659,8,102,37,2,1,77,135,181,2,2,2,123.4
2204,2556,207,16,283,589,8,76,17,2,1,172,36,219,2,2,3,558.233333333333
2209,2556,207,16,283,135,9,76,17,2,1,172,36,219,2,2,3,558.233333333333
2212,3537,1,33,1,560,9,8,35,2,1,77,135,181,2,2,3,123.35
2216,4573,1,16,353,135,5,123,34,2,1,103,167,219,2,2,3,149.333333333333
2231,4712,202,7,96,150,2,128,37,2,2,152,12,106,2,2,1,126.15
2242,3513,208,59,129,763,7,71,48,1,1,142,205,13,1,2,3,558.05
2245,5099,171,65,353,30,9,123,34,2,1,1,190,106,2,2,3,123.066666666667
2252,3222,103,68,1,763,7,64,54,1,1,1,87,106,1,2,3,557.85
2253,2170,158,65,489,156,8,28,11,2,1,156,16,61,2,2,3,188.983333333333
2256,2170,158,17,489,222,2,28,11,2,1,156,16,61,2,2,3,188.983333333333
2258,2170,158,17,489,827,5,28,11,2,1,156,16,61,2,2,3,188.983333333333
2262,2170,158,17,489,827,5,28,11,2,1,156,16,61,2,2,3,188.983333333333
2263,2170,158,17,489,827,2,28,11,2,1,156,16,61,2,2,3,188.983333333333
2276,3222,42,52,1,763,7,62,26,1,1,24,87,106,2,2,3,145.933333333333
2278,1417,211,41,149,336,8,38,29,2,2,180,1,45,2,2,3,626.9
2285,4307,169,20,274,32,5,196,46,2,1,156,16,9,2,2,4,166.9
2290,4307,172,20,274,32,2,196,46,2,1,156,16,9,2,2,4,166.9
2294,3222,1,18,1,345,2,15,26,2,1,1,87,106,2,2,3,167.883333333333
2300,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.85
2310,4578,157,53,170,822,9,128,37,2,1,24,87,181,2,2,3,164.85
2311,4578,157,53,170,763,7,128,37,1,1,24,87,181,2,2,3,164.85
2313,4349,137,65,367,734,2,76,17,2,1,105,169,106,2,2,3,721.8
2321,3592,1,33,283,560,9,248,24,2,1,25,62,9,2,2,3,196.8
2328,1974,29,18,274,763,7,6,11,1,1,156,16,106,2,2,4,195.8
2332,2827,211,41,1,763,7,38,29,1,2,55,117,45,1,2,3,626.666666666667
2334,1948,166,65,1,763,7,248,24,1,1,1,186,106,2,2,3,120.683333333333
2337,4349,1,1,1,763,8,1,1,2,1,1,169,1,2,2,4,164.55
2343,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.516666666667
2346,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.483333333333
2349,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.466666666667
2354,1338,215,13,283,606,8,64,15,2,1,156,16,45,2,2,3,170.45
2357,1338,215,21,283,783,2,64,15,2,1,156,16,45,2,2,3,170.45
2362,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.433333333333
2364,2491,108,24,1,763,7,182,9,1,2,87,124,181,2,2,3,124.433333333333
2373,2491,108,24,1,647,9,182,9,2,2,87,124,181,2,2,3,124.383333333333
2375,2491,108,24,1,734,8,182,9,2,1,87,124,181,2,2,3,124.35
2382,3285,29,18,450,345,5,33,46,2,1,25,62,106,2,2,3,195.283333333333
2384,3285,29,18,450,345,9,33,46,2,1,25,62,106,2,2,3,195.283333333333
2386,4615,158,4,1,446,8,194,44,2,1,24,87,222,2,2,3,191.283333333333
2393,4615,158,17,1,827,9,194,44,2,1,24,87,222,2,2,3,191.283333333333
2397,2254,1,65,283,156,9,102,37,2,1,1,16,61,2,2,3,120.283333333333
2402,840,122,48,283,714,8,38,29,2,1,55,117,61,2,2,3,123.233333333333
2413,2884,1,65,1,315,5,122,37,2,1,1,167,219,2,2,3,557.15
2417,2884,1,2,1,560,2,122,37,2,1,1,167,219,2,2,3,557.15
2423,2884,34,65,1,325,9,122,37,2,1,1,167,219,2,2,3,557.15
2425,4107,1,58,283,348,8,248,24,2,1,9,63,61,2,2,3,122.1
2428,4107,1,58,283,763,7,248,24,1,1,9,63,61,2,2,3,122.1
2430,277,103,68,16,615,2,64,54,2,1,1,124,106,2,2,3,556.783333333333
2433,277,103,68,16,412,2,64,54,2,1,1,124,106,2,2,3,556.783333333333
2448,4424,208,59,1,96,9,71,48,2,1,142,205,61,2,2,3,556.816666666667
2450,1488,24,42,30,332,8,38,6,2,1,5,57,19,2,2,3,120.783333333333
2455,1488,24,42,283,763,7,38,29,1,1,5,57,19,2,2,3,120.783333333333
2460,277,29,18,501,345,2,103,59,2,1,1,124,106,2,2,2,670.766666666667
2462,277,29,18,501,345,5,103,59,2,1,1,124,106,2,2,2,670.766666666667
2467,4615,1,4,1,492,8,194,44,2,1,1,87,222,2,2,3,556.6
2479,4615,1,65,1,816,5,194,44,2,1,1,87,222,2,2,3,556.6
2481,4615,34,65,1,763,7,194,44,1,1,1,87,222,1,2,3,556.6
2485,4262,108,24,274,763,7,196,46,1,2,185,54,181,2,2,4,166.616666666667
2487,2700,122,48,1,714,2,122,37,2,1,24,87,222,2,2,1,164.583333333333
2495,2700,1,33,1,763,7,122,37,1,1,24,87,222,2,2,4,164.583333333333
2502,4493,1,65,283,712,2,235,14,2,1,1,186,45,2,2,3,556.45
2506,2616,120,46,1,606,8,184,58,2,1,87,124,106,2,2,3,171.45
2517,567,172,20,283,32,2,196,46,2,1,185,54,9,2,2,3,165.45
2519,567,172,20,283,32,9,196,46,2,1,185,54,9,2,2,3,165.45
2523,3537,1,33,1,763,7,102,37,1,1,77,135,181,2,2,3,121.383333333333
2526,3877,196,18,1,226,8,166,46,2,1,87,124,106,2,2,2,555.983333333333
2533,3877,196,18,1,763,7,166,46,1,1,87,124,106,1,2,2,555.983333333333
2536,29,24,42,371,332,2,38,29,2,1,5,57,61,2,2,3,556.133333333333
2541,29,24,42,371,332,9,38,29,2,1,5,57,61,2,2,3,556.133333333333
2545,1577,92,65,1,763,7,248,24,1,1,1,117,61,2,2,3,121.233333333333
2548,4361,1,33,1,560,9,9,34,2,1,87,124,106,2,2,3,122.2
2559,4493,18,65,1,315,2,235,14,2,1,1,117,45,2,2,3,555.666666666667
2562,4493,18,65,1,589,2,235,14,2,1,1,117,45,2,2,3,555.666666666667
2575,5210,31,58,1,763,7,199,34,1,1,55,117,162,2,2,3,122.933333333333
2577,2596,145,13,1,606,8,194,44,2,1,24,87,45,2,2,3,144.883333333333
2583,2856,31,58,1,348,9,199,34,2,1,55,117,106,2,2,3,122.833333333333
2591,4079,1,79,1,647,8,15,26,2,1,1,87,181,2,2,3,555.633333333333
2598,4079,103,68,1,763,7,15,26,1,1,1,87,181,1,2,3,555.633333333333
2599,3472,1,33,283,315,8,199,34,2,1,185,54,219,2,2,3,120.583333333333
2602,3472,1,33,283,560,9,199,34,2,1,185,54,219,2,2,3,120.583333333333
2603,3472,1,33,283,763,7,199,34,1,1,185,54,219,2,2,3,120.583333333333
2606,4775,76,20,274,736,2,6,11,2,1,123,186,9,2,2,3,121.5
2607,4775,76,20,274,736,2,6,11,2,1,123,186,9,2,2,3,121.5
2612,4237,219,39,1,200,9,38,29,2,1,55,117,106,2,2,3,121.483333333333
2613,4237,219,39,1,763,7,38,29,1,1,55,117,106,2,2,3,121.483333333333
2620,756,76,20,274,736,2,20,46,2,1,180,1,9,2,2,3,145.433333333333
2621,756,76,20,274,736,2,20,46,2,1,180,1,9,2,2,3,145.433333333333
2630,3386,102,45,274,511,2,52,46,2,1,185,54,45,2,2,2,555.35
2638,3386,1,1,274,229,5,52,46,2,1,185,54,45,2,2,4,555.35
2639,3386,1,1,274,325,5,52,46,2,1,185,54,45,2,2,4,555.35
2644,2838,196,18,34,721,8,64,59,2,1,180,1,14,2,2,3,555.333333333333
2649,2838,1,18,34,226,2,64,59,2,1,180,1,14,2,2,3,555.333333333333
2654,2838,1,18,34,712,2,64,59,2,1,180,1,14,2,2,3,555.333333333333
2655,2838,196,18,34,108,5,64,59,2,1,180,1,14,2,2,3,555.333333333333
2665,4277,163,17,283,845,2,76,17,2,1,67,1,61,2,2,3,190.333333333333
2667,4277,163,17,283,845,5,76,17,2,1,67,1,61,2,2,3,190.333333333333
2671,2874,1,47,1,606,8,194,44,2,1,1,87,61,2,2,3,197.316666666667
2674,2874,1,47,1,589,8,194,44,2,1,1,87,61,2,2,3,197.316666666667
2683,4781,1,47,283,728,2,235,14,2,1,119,183,61,2,2,3,194.283333333333
2701,150,123,16,191,686,5,64,17,2,1,67,1,219,2,2,3,555.166666666667
2702,150,123,16,191,686,5,64,17,2,1,67,1,219,2,2,3,555.166666666667
2704,150,1,61,191,686,5,64,17,2,1,67,1,219,2,2,3,555.166666666667
2714,2025,103,68,283,412,9,74,46,2,1,1,186,106,2,2,3,555
2718,2255,1,42,258,332,8,64,39,2,1,1,1,61,2,2,3,171.15
2722,2255,110,60,1,659,5,17,46,2,1,1,1,61,2,2,3,171.15
2734,137,128,53,1,258,2,199,34,2,1,180,1,219,2,2,3,195.066666666667
2744,4548,172,20,1,32,9,20,46,2,1,55,117,9,2,2,3,123.05
2745,4548,172,20,1,763,7,20,46,1,1,55,117,9,2,2,3,123.05
2746,997,209,23,283,630,8,199,34,2,1,67,1,223,2,2,3,554.95
2758,3106,123,2,1,135,8,53,26,2,1,180,1,219,2,2,3,642.916666666667
2762,3106,123,79,1,325,2,53,26,2,1,180,1,219,2,2,3,642.916666666667
2765,3106,123,16,1,686,2,53,26,2,1,180,1,219,2,2,3,642.916666666667
2769,3106,123,16,1,763,7,53,26,1,2,180,1,219,1,2,3,642.916666666667
2779,4194,94,13,283,686,5,76,17,2,1,67,1,219,2,2,3,554.483333333333
2785,4194,123,16,283,763,7,76,17,1,1,67,1,219,1,2,3,554.483333333333
2789,4494,44,4,283,315,8,128,37,2,1,185,54,106,2,2,3,664.7
2796,3607,94,13,283,596,2,76,17,2,1,67,1,94,2,2,3,142.666666666667
2797,3607,94,13,283,596,9,76,17,2,1,67,1,94,2,2,3,142.666666666667
2807,2517,169,22,274,31,5,64,17,2,1,185,54,185,2,2,3,554.266666666667
2812,2035,103,68,1,412,9,59,54,2,1,1,1,113,2,2,3,161.566666666667
2816,731,1,67,1,763,7,38,29,1,1,1,25,29,1,2,3,554.216666666667
2819,285,1,33,353,560,9,122,37,2,1,180,1,181,2,2,3,163.55
2821,4539,120,46,164,812,8,55,58,2,1,111,174,98,2,2,4,169.45
2823,4539,120,46,164,710,9,55,58,2,1,111,174,98,2,2,4,169.45
2829,602,108,24,1,647,2,182,9,2,2,126,190,181,2,2,3,162.433333333333
2838,2035,103,68,364,763,7,64,54,1,1,1,1,113,1,2,3,554.233333333333
2855,3048,110,60,283,659,5,30,46,2,1,1,54,61,2,2,3,554.1
2858,4920,145,65,450,630,8,196,46,2,1,67,1,45,2,2,3,138.25
2863,4920,145,21,450,763,7,64,15,1,1,67,1,45,2,2,3,138.25
2864,245,29,18,1,585,8,196,46,2,1,55,117,106,2,2,3,142.233333333333
2865,245,29,18,1,108,8,196,46,2,1,55,117,106,2,2,3,142.233333333333
2873,2330,76,20,283,736,2,20,46,2,1,180,1,9,2,2,3,162.233333333333
2878,2330,76,20,283,736,2,20,46,2,1,180,1,9,2,2,3,162.233333333333
2884,2330,76,20,283,763,7,20,46,1,1,180,1,9,2,2,3,162.233333333333
2888,92,1,33,1,610,2,248,24,2,1,1,87,45,2,2,3,196.2
2890,92,1,65,1,13,2,248,24,2,1,1,87,45,2,2,3,196.2
2894,1206,149,17,461,10,2,64,15,2,1,168,32,61,2,2,3,167.183333333333
2896,1206,149,17,461,10,2,64,15,2,1,168,32,61,2,2,3,167.183333333333
2929,3601,94,13,1,258,2,235,14,2,1,1,117,9,2,2,3,554.083333333333
2935,3601,1,65,1,661,5,235,14,2,1,1,117,9,2,2,3,554.083333333333
2946,2461,1,65,96,610,9,90,29,2,1,1,54,45,2,2,3,145.083333333333
2954,1017,64,28,309,13,8,165,48,2,1,19,67,133,2,2,3,553.833333333333
2955,1017,64,27,309,484,2,165,48,2,1,19,67,133,2,2,3,553.833333333333
2958,1017,1,65,309,13,2,165,48,2,1,19,67,133,2,2,3,553.833333333333
2967,1017,64,27,309,763,7,165,48,1,1,19,67,133,1,2,3,553.833333333333
2972,4885,158,65,487,258,8,173,27,2,1,180,1,37,2,2,3,168.983333333333
2978,4885,158,17,487,827,5,173,27,2,1,180,1,37,2,2,3,168.983333333333
2982,3472,171,65,1,585,2,76,17,2,1,1,117,219,2,2,3,147.95
2983,3472,171,65,1,13,9,76,17,2,1,1,117,219,2,2,3,147.95
2992,4977,1,33,1,763,7,1,1,1,1,126,190,28,2,2,3,162.933333333333
2995,4222,207,22,1,105,8,1,1,2,1,67,1,185,2,2,2,553.566666666667
3000,4222,207,16,274,763,7,64,17,1,1,67,1,185,1,2,2,553.566666666667
3002,92,211,41,1,783,8,38,29,2,1,24,87,45,2,2,3,622.833333333333
3009,2529,58,13,1,428,2,76,17,2,1,180,1,45,2,2,3,553.5
3018,4222,169,22,274,31,9,38,29,2,1,67,1,185,2,2,3,553.483333333333
3019,4222,169,22,274,763,7,38,29,1,1,67,1,185,1,2,3,553.483333333333
3025,2235,171,65,1,589,5,123,34,2,1,1,1,219,2,2,3,187.7
3026,2235,171,65,1,469,9,123,34,2,1,1,1,219,2,2,3,187.7
3029,466,29,65,283,156,8,64,17,2,1,123,186,106,2,2,3,645.6
3047,2802,145,21,489,783,2,64,15,2,1,123,186,45,2,2,3,138.416666666667
3058,1357,1,65,1,347,9,26,29,2,1,1,61,106,2,2,3,121.3
3066,4388,29,18,1,226,8,183,37,2,1,67,1,106,2,2,3,553.266666666667
3070,4388,29,18,1,345,9,183,37,2,1,67,1,106,2,2,3,553.266666666667
3079,61,1,65,283,763,8,64,59,2,1,1,186,61,2,2,3,130.166666666667
3089,406,158,17,283,827,2,191,14,2,1,185,54,222,2,2,3,138.166666666667
3091,406,158,17,283,763,7,191,14,1,1,185,54,222,2,2,3,138.166666666667
3092,3764,88,25,226,557,2,246,37,2,1,47,114,222,2,2,3,815.066666666667
3104,3436,1,47,283,728,8,235,14,2,1,185,54,29,2,2,3,167
3110,810,94,13,1,226,2,76,17,2,1,180,1,52,2,2,3,189.966666666667
3111,810,94,13,1,596,9,76,17,2,1,180,1,52,2,2,3,189.966666666667
3113,4351,1,65,450,630,8,64,17,2,1,67,1,219,2,2,3,137.933333333333
3115,4351,1,16,450,135,8,64,17,2,1,67,1,219,2,2,3,137.933333333333
3131,3537,39,48,1,659,2,183,37,2,1,77,135,181,2,2,3,137.85
3134,3477,76,20,1,630,8,64,59,2,1,67,1,9,2,2,3,120.783333333333
3137,3477,76,20,1,736,9,64,59,2,1,67,1,9,2,2,3,120.783333333333
3139,1770,1,65,96,315,8,64,17,2,1,185,54,219,2,2,3,185.733333333333
3150,2633,103,68,1,763,7,169,17,1,1,1,1,15,2,2,3,161.716666666667
3151,4495,1,16,1,585,8,76,17,2,1,55,117,219,2,2,3,139.583333333333
3152,4495,1,16,1,135,8,76,17,2,1,55,117,219,2,2,3,139.583333333333
3154,4495,1,16,1,135,9,76,17,2,1,55,117,219,2,2,3,139.583333333333
3157,168,128,53,140,59,8,128,37,2,1,67,1,106,2,2,3,138.566666666667
3160,168,128,53,140,805,2,128,37,2,1,67,1,106,2,2,3,138.566666666667
3167,137,128,53,111,805,2,128,37,2,1,185,54,219,2,2,3,141.4
3168,137,128,53,111,805,2,128,37,2,1,185,54,219,2,2,3,141.4
3169,137,128,53,111,805,9,128,37,2,1,185,54,219,2,2,3,141.4
3175,443,215,21,354,763,7,206,9,1,1,55,117,45,2,2,3,168.4
3176,3434,94,13,1,630,2,76,17,2,1,67,1,106,2,2,3,593.25
3183,882,81,43,469,585,8,219,36,2,1,55,117,162,2,2,1,136.183333333333
3185,882,81,43,469,59,2,219,36,2,1,55,117,162,2,2,3,136.183333333333
3190,867,108,24,500,226,8,191,14,2,1,123,186,181,2,2,3,163.15
3194,89,179,50,399,59,8,128,37,2,1,185,54,172,2,2,3,551.783333333333
3195,89,61,50,399,477,2,128,37,2,1,185,54,172,2,2,3,551.783333333333
3203,4194,1,16,283,763,7,196,46,1,1,26,88,219,2,2,3,168.933333333333
3204,4158,76,21,1,13,8,33,46,2,1,121,158,45,2,2,3,551.6
3210,4158,1,20,1,736,5,33,46,2,1,121,158,9,2,2,3,551.6
3216,2217,71,49,461,451,2,86,48,2,1,26,88,106,2,2,3,551.45
3221,2217,74,49,461,514,9,86,48,2,1,26,88,106,2,2,3,551.45
3228,972,163,17,283,845,5,196,46,2,1,8,61,61,2,2,3,551.45
3230,972,163,17,283,845,5,196,46,2,1,8,61,61,2,2,3,551.45
3237,4620,30,65,283,763,2,199,34,2,1,1,54,45,2,2,3,120.45
3240,4620,30,65,283,315,9,199,34,2,1,1,54,45,2,2,3,120.45
3249,3758,225,47,209,222,8,207,13,2,1,121,158,61,2,2,3,550.966666666667
3250,3758,225,47,209,728,8,207,13,2,1,121,158,61,2,2,3,550.966666666667
3251,3758,225,65,209,728,8,207,13,2,1,121,158,61,2,2,3,550.966666666667
3258,4158,76,20,354,736,2,64,15,2,1,26,88,9,2,2,3,550.916666666667
3261,4158,76,20,354,736,2,64,15,2,1,26,88,9,2,2,3,550.916666666667
3262,4158,76,20,354,736,2,64,15,2,1,26,88,9,2,2,3,550.916666666667
3265,4158,76,20,354,736,2,64,15,2,1,26,88,9,2,2,3,550.916666666667
3279,2948,1,48,450,714,5,219,36,2,1,121,158,223,2,2,3,550.633333333333
3285,2948,1,48,450,763,7,219,36,1,1,121,158,223,1,2,3,550.633333333333
3288,4737,76,20,274,736,2,20,46,2,1,26,88,58,2,2,3,136.933333333333
3293,528,34,59,439,610,8,69,46,2,1,8,61,185,2,2,3,613.883333333333
3301,528,34,1,439,325,5,71,48,2,1,8,61,185,2,2,3,613.883333333333
3305,528,34,1,439,763,7,71,48,1,2,8,61,185,1,2,3,613.883333333333
3307,3793,75,13,353,606,8,196,46,2,1,121,158,45,2,2,3,612.833333333333
3313,3793,1,65,353,225,2,196,46,2,1,121,158,45,2,2,3,612.833333333333
3314,3793,1,65,353,13,2,196,46,2,1,121,158,45,2,2,3,612.833333333333
3317,3793,229,63,353,225,2,196,46,2,1,121,158,45,2,2,3,612.833333333333
3337,1612,1,71,509,69,8,237,46,2,1,1,88,52,2,2,3,165.766666666667
3338,1612,1,65,509,69,8,237,46,2,1,1,88,52,2,2,3,165.766666666667
3342,1612,1,65,509,763,7,237,46,1,1,1,88,52,2,2,3,165.766666666667
3345,3289,1,65,274,315,2,196,46,2,1,1,61,45,2,2,3,550.65
3346,3289,1,65,274,315,5,196,46,2,1,1,61,45,2,2,3,550.65
3352,3289,1,65,274,315,5,196,46,2,1,1,61,45,2,2,3,550.65
3356,3289,1,47,274,71,5,196,46,2,1,1,61,45,2,2,3,550.65
3364,1815,108,24,1,647,5,196,46,2,1,121,158,181,2,2,3,550.25
3368,824,171,65,460,589,2,123,34,2,1,1,61,37,2,2,3,188.583333333333
3372,1637,1,65,460,763,8,123,34,2,1,1,61,61,2,2,3,550.183333333333
3379,1637,195,65,460,109,9,123,34,2,1,1,61,61,2,2,3,550.183333333333
3385,4515,94,13,274,763,7,196,46,1,1,8,61,27,2,2,3,188.483333333333
3388,1815,94,13,1,596,2,191,14,2,1,121,158,181,2,2,3,549.95
3396,1815,108,24,1,763,7,191,14,1,2,121,158,181,1,2,3,549.95
3398,4241,18,1,353,315,8,123,34,2,1,121,158,219,2,2,3,550.183333333333
3409,1770,207,16,450,135,2,68,46,2,1,121,158,219,2,2,3,183.116666666667
3415,2661,1,47,1,728,8,76,17,2,1,1,88,106,2,2,3,549.716666666667
3423,2661,75,65,1,763,7,76,17,1,1,1,88,106,1,2,3,549.716666666667
3425,1838,29,18,274,610,8,20,46,2,1,121,158,106,2,2,3,549.683333333333
3432,2661,1,65,1,258,8,248,24,2,1,26,88,106,2,2,3,549.6
3435,2661,171,65,1,31,2,248,24,2,1,26,88,106,2,2,3,549.6
